judul_lagu;artist;mood;link_play
No Long Talk;Drake;Happy;https://open.spotify.com/track/6CfrYuD3YRDYdYvH9jNtXY
Only Angel;Harry Styles;Energetic;https://open.spotify.com/track/5Lbsc65org0b85kNsPkluY
Be Mean;DNCE;Happy;https://open.spotify.com/track/2T2tqZzWlZo92Xdxluu887
New York And Back;Leanne & Naara;Sad;https://open.spotify.com/track/1Rt8bwO4rqGvgA1UWM1QXx
Party on the West Coast (feat. Snoop Dogg);Ziva Magnolya;Energetic;https://open.spotify.com/track/45OfR7ugJMgbFDuNOVpIq3
Would I Lie to You - Radio Edit;David Guetta;Happy;https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2
Sampai Kapan;Mike Mohede;Calm;https://open.spotify.com/track/1zuPLNlCld1Iowwnyc6aqz
Just Please;ANKN;Sad;https://open.spotify.com/track/4P2qumbyc7iakTjnwW2MML
Aloha;Møme;Energetic;https://open.spotify.com/track/7IfOWyh4jTfkcGVrXKVNq0
Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.);Calvin Harris;Energetic;https://open.spotify.com/track/0Ws8D3EWUDgY962Xftb0h5
Influence;Tove Lo;Energetic;https://open.spotify.com/track/6IFwG4pnVPcpwX4kXFUbsV
Routine;Alan Walker;Energetic;https://open.spotify.com/track/19TSNGmvdTtlxYn4YqYUMf
Mom (feat. Kelli Trainor);Meghan Trainor;Happy;https://open.spotify.com/track/3PYZWh5KZ6VlXHDlwDVJUt
Jorja Interlude;Drake;Sad;https://open.spotify.com/track/13e6f8t7RKXuxZ0JdaaJRG
Want to Want Me;Jason Derulo;Happy;https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
Lagu Untuk Matahari;Tulus;Happy;https://open.spotify.com/track/3SNrsMw5sX2HiCorPA5JXZ
My Favorite Part;Mac Miller;Calm;https://open.spotify.com/track/66wkCYWlXzSTQAfnsPBptt
You Gotta Not;TAEYEON;Energetic;https://open.spotify.com/track/11GdgPlzK9Vzn0DV8gHQmd
When I Was Young;TAEYEON;Sad;https://open.spotify.com/track/2wewTyDV3cJ2sEToe2DAG7
Show Time;It's;Happy;https://open.spotify.com/track/6m8bgfRORTmgAAatOZ2kJ5
Love Me Better;James Blunt;Happy;https://open.spotify.com/track/66EMVu7HcrXiT3kP9NRcMM
On Your Side;The Veronicas;Energetic;https://open.spotify.com/track/7mTgsbq7n8jgnwLswpgugB
Build The Beat;The Shadowboxers;Happy;https://open.spotify.com/track/1za5fakUqxQMpaFvBT8UuO
Kotak Pesan;Petra Sihombing;Sad;https://open.spotify.com/track/34NOqBAE9NkV3TwWh6QEmz
Pria Kesepian;Sheila On 7;Happy;https://open.spotify.com/track/5Q24nZIpRvtpFjP5vxqHDw
Status Palsu;TREASURE;Happy;https://open.spotify.com/track/0rI7ABPkFghouxwfnVZXHD
Brightside;Icona Pop;Energetic;https://open.spotify.com/track/4b4X8MXiPiMyTqXLUL9mSd
I Love You;Axwell /\ Ingrosso;Energetic;https://open.spotify.com/track/1SxqqC1aQ8JiLyfMrHYmnF
Belahan Jantungku;Andien;Sad;https://open.spotify.com/track/3KzO5K9r3nz6TPOic19KgM
Disini Untuk Kamu;Angga Yunanda;Happy;https://open.spotify.com/track/4Zrk3yPbjXirOU6nSruWxr
Mind Made Up (feat. Kylie Auldist) - Lenno vs. Cookin' on 3 Burners;BTS;Energetic;https://open.spotify.com/track/4Pm08Vpue3cRX7NOCqGm25
Halo;Beyoncé;Happy;https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
Life Goes On;LeeHi;Energetic;https://open.spotify.com/track/5FVbvttjEvQ8r2BgUcJgNg
KKSK (Karena Ku Sayang Kamu) - Acoustic Version;Dygta;Sad;https://open.spotify.com/track/0hFIAp4UEj7gqcI6Jxoy3Z
Breathe;Astrid S;Sad;https://open.spotify.com/track/6G4z9WbxyEeWdEQTfShACT
Sesuka Hati;Karina Salim;Sad;https://open.spotify.com/track/2F1NEmsJySpQzCkzTISTgK
Mampu Tanpanya;Mike Mohede;Sad;https://open.spotify.com/track/6jbnTzv9fmOitMR7ipBeTu
Andaikan Kau Datang;Noah;Energetic;https://open.spotify.com/track/57xnWi3pk7tDFnPCYe8n0w
Shape of You - Acoustic;Taylor Swift;Happy;https://open.spotify.com/track/5ULRlgiSPSKTaJN1vU9yso
Speak Up Selah;Linying;Sad;https://open.spotify.com/track/5E5Q5FewJfDP3hFGCZcgoD
Champion - Remix;Fall Out Boy;Energetic;https://open.spotify.com/track/6PurllVXXGL1s6UkLtzMVF
wRoNg (feat. Kehlani);ZAYN;Sad;https://open.spotify.com/track/7iCeaYJSEdGWeFNTAEqUzJ
Carry On;Norah Jones;Calm;https://open.spotify.com/track/4ZFhVVawR0xMJ5dJFNxFRl
Buka Semangat Baru;Ello;Happy;https://open.spotify.com/track/6lZKJkfn0eVCXvbh1jsO8a
Shake It Off;Taylor Swift;Happy;https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD
Lapang Dada;Sheila On 7;Happy;https://open.spotify.com/track/1rpp0SvLCIaW9MLO4EP5Z4
There She Goes;Sixpence None The Richer;Energetic;https://open.spotify.com/track/43z6scIZU2QcEieMQFAJRG
Wherever You Will Go;The Calling;Energetic;https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz
Bahagiaku;Tiwu Rayie;Happy;https://open.spotify.com/track/4y8OxXwmQbRQVxMLbVps1x
Bahas Bahasa;The Script;Energetic;https://open.spotify.com/track/6atraFGvJAsnmAxIZa4kLh
Glory;Bastille;Sad;https://open.spotify.com/track/5WpNa4vUaruzh0KISY4NkN
Rain;SOYOU;Happy;https://open.spotify.com/track/2QWP8NYYplOqEFBYGCcq0S
Blue Sky Collapse;Adhitia Sofyan;Sad;https://open.spotify.com/track/3o4nMGqSQrvOPpR39O7wwC
Tak Denganku;BADAI ROMANTIC PROJECT;Sad;https://open.spotify.com/track/0ywgJARoI9n3NGml0ZDbfz
Fight Song;Rachel Platten;Energetic;https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr
Lies In The Dark;Tove Lo;Sad;https://open.spotify.com/track/53UKOu8knQIiceqiPiudV3
Setahun Kemarin;Kahitna;Happy;https://open.spotify.com/track/4DcNy8gKsKaJaaLHEV2iCt
Make me Fall in Love;Dhira Bongs;Happy;https://open.spotify.com/track/5QWXacHyngGKkBjOOcfzDm
Christmas Lights - Live from Spotify London;Coldplay;Sad;https://open.spotify.com/track/4QVdnpSO5JGMFOEl6ys4RQ
Menangis Semalam;Audy;Sad;https://open.spotify.com/track/7Mje0E5sZXe0K3PvvixXPe
Stuck in love;Kim Kyung Hee;Sad;https://open.spotify.com/track/6GK9UX5iAjALpVRgtjR3MV
Ada Apa Dengan Cinta (feat. Eric);Melly Goeslaw;Sad;https://open.spotify.com/track/5T0qydYX37YKLaS195eia1
Falling in Love at a Coffee Shop;Landon Pigg;Energetic;https://open.spotify.com/track/1KHdq8NK9QxnGjdXb55NiG
Pagi;Chrisye;Sad;https://open.spotify.com/track/1DVhBPD9CAd2ZZlbzAZrop
True Disaster;Tove Lo;Energetic;https://open.spotify.com/track/6s7PleW93OfE3YnujL9yxw
Falling For You;EXO;Happy;https://open.spotify.com/track/24XLVxCLOhNEsjGBUrECsc
Just Luv Me;Britney Spears;Energetic;https://open.spotify.com/track/3rhtyUiiv7iODiaFIMayVv
Hello Friday (feat. Jason Derulo);Flo Rida;Energetic;https://open.spotify.com/track/2UIRHeHi72VP5WBMAfkPe5
Dibalik Hari Ini;Dhyo Haw;Happy;https://open.spotify.com/track/2J1QZwy0FvKUXEogmlWY8l
Jason's Song (Gave It Away);Ariana Grande;Happy;https://open.spotify.com/track/3We8H9cfhS7x4hdwBn9vXW
Let Me Love You - Zedd Remix;DJ Snake;Energetic;https://open.spotify.com/track/7xufmkFUZoSjX1mxWupnKY
How Can I Love You;XIA;Sad;https://open.spotify.com/track/2bgOhdw80vH03155D5Bm3s
Say It Again;Frances;Sad;https://open.spotify.com/track/73qMVPVtz1kTo0LeVbzMCs
Windows (feat. Icona Pop);Felix Snow;Calm;https://open.spotify.com/track/0mZhV2kUYyLq5zXmZ3gxnN
Kulakukan Semua Untukmu;James Hersey;Happy;https://open.spotify.com/track/7D4owue92VTPPMG0nNc4b5
Rose Horizon;Yellow Claw;Energetic;https://open.spotify.com/track/2c2rHesRYrDnDGX0rO0yUs
Miss You;#N/A;Happy;https://open.spotify.com/track/1ekKOQlJLqjf61l6TZdU0U
Olé;John Newman;Happy;https://open.spotify.com/track/0XPRGMIQQPFny719O7IPD0
Snow in Summer ~ Silent;Puti Chitara;#N/A;#N/A
Sweatshirt;Jacob Sartorius;Happy;https://open.spotify.com/track/0B3LaidsxjnBTUlKgKQQe5
Nothing Without You;The Weeknd;Energetic;https://open.spotify.com/track/57qiTKh8bVX0VtfUNTQqhw
Ecstasy;Atlesta;Happy;https://open.spotify.com/track/24brLXTgtULeRyDc6HjR4C
Say You Do;Sigala;Energetic;https://open.spotify.com/track/74jDFju8j3sX1yQJeLdJ6O
Kiss the Sky;Jason Derulo;Happy;https://open.spotify.com/track/0LiEC0RZvGaUISWv7lYsJL
Versace on the Floor (Bruno Mars vs. David Guetta);Bruno Mars;Happy;https://open.spotify.com/track/5UJshy5HDHdNEVqlJwzsQB
Sssst...;Sore;Happy;https://open.spotify.com/track/66Dqcpogz4BwHrw6caEJVg
If I Ain't Got You;Charlie Puth;Sad;https://open.spotify.com/track/3XVBdLihbNbxUwZosxcGuJ
Paris Weekend;Atlesta;Happy;https://open.spotify.com/track/0iK6EwEhk71wuy59UTEH5A
Attention;The Weeknd;Happy;https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
Selalu Denganmu;Tompi;Sad;https://open.spotify.com/track/6nVbQC4CpoynzALFmjWah0
Faith;Stevie Wonder;Happy;https://open.spotify.com/track/2UWdzm5eaYdttoLgCbJbtZ
WALLS;Kings of Leon;Calm;https://open.spotify.com/track/41QhRnFDdhMLtR8tmnolbr
Bikini Body;Dawin;Happy;https://open.spotify.com/track/0mM39ptTtRKkeSfwsFKFxt
Vibes;Tove Lo;Energetic;https://open.spotify.com/track/1bqn02WZfXZNgoh63cBgkB
Ghost in the Wind;Birdy;Sad;https://open.spotify.com/track/7yyKgVdqUPMAZGIV02Ppip
Something Wrong;Timeflies;Energetic;https://open.spotify.com/track/7jwQjreaszM2r2MfzKYqs0
Mati Rasa;Kotak;Energetic;https://open.spotify.com/track/0v7J4MW0yS6zYQJq5w7vLG
Viva La Vida - Live from Spotify London;Coldplay;Energetic;https://open.spotify.com/track/6qt0IWS8y6yGR6gNTEmQzj
Fire In My Soul;Adele;Happy;https://open.spotify.com/track/0dKDwt7DP0uH4XyGaVMtVP
I Want You, Love - Dipha Barus Remix;Teza Sumendra;Happy;https://open.spotify.com/track/6cAHcJgqfcLhxrbriTXAga
When We Were Young;Mocca;Sad;https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU
Belong;Axwell;Calm;https://open.spotify.com/track/1la2o7WHv6erRe18gs5sMN
Up & Down;TAEYEON;Energetic;https://open.spotify.com/track/2T20Nb7QlVK8K6pRSiDl8N
Grow Up;Olly Murs;Happy;https://open.spotify.com/track/7fldJ1m6Ol6tbOIzA9y9zg
Aku Rindu;TREASURE;Happy;https://open.spotify.com/track/3UE9dk1rnrv58LqWuWy3Yc
Until You Were Gone;The Chainsmokers;Energetic;https://open.spotify.com/track/12MqM3S0fTvR6X4Jt1Xvn6
I Love You;SAMSONS;Energetic;https://open.spotify.com/track/1SxqqC1aQ8JiLyfMrHYmnF
Never Give Up;Sia;Happy;https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH
Sahara;DJ Snake;Energetic;https://open.spotify.com/track/5GokpIAufFJxKqkJgRtdKD
BTS Cypher 4;BTS;Energetic;https://open.spotify.com/track/4cTSnpyaIR1qGaTOLJunDM
Wow!!;RAN;Happy;https://open.spotify.com/track/053HXsEBUCedsGgU1BXFrV
Sedang Jatuh Cinta;Sandy Canester;Happy;https://open.spotify.com/track/6OssDFu7snZOC8C9wTm090
Beautiful Birds (feat. Birdy);Passenger;Sad;https://open.spotify.com/track/4K9YS0nkXZMgV0F9JQoirx
I Want You;Lost Kings;Energetic;https://open.spotify.com/track/3wgy25SMsB5g2DpAmODnf9
Dog Years;Khalid;Sad;https://open.spotify.com/track/5RRNZFyOi17nTh2bPEKPtp
First Love;BTS;Energetic;https://open.spotify.com/track/01iyINEYgPQ7ThMZuHUsqS
TALK;TIFFANY;Energetic;https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
All with You;TAEYEON;Sad;https://open.spotify.com/track/1pEavn8UFAeij6afPwWfvM
Gajah;Tulus;Sad;https://open.spotify.com/track/7vZTvo2aJ6wHKCGjwjdWIf
Fire to The Floor;Soulvibe;Happy;https://open.spotify.com/track/6PxbuIDSvDmFMh5aeIJ6kZ
Oh You!;Atlesta;Happy;https://open.spotify.com/track/0mx2ynK4jQRH0lruydZNh0
Peace Of Mind;The Killers;Energetic;https://open.spotify.com/track/5G3EojCR8npjlDirpzY7Q6
Reverend;Kings of Leon;Energetic;https://open.spotify.com/track/5cm47Nc1MWBVIkRFaXxvHY
Ultralight Beam;Kanye West;Calm;https://open.spotify.com/track/1eQBEelI2NCy7AUTerX0KS
Two Birds, One Stone;Drake;Energetic;https://open.spotify.com/track/3m62bJJXGyQKdR9XyRocnl
The Stage;Avenged Sevenfold;Energetic;https://open.spotify.com/track/3jo1u5KsNTqW07fhlr1jCf
Hold On & Believe (feat. The Federal Empire);Martin Garrix;Energetic;https://open.spotify.com/track/0raCeGWafugoSGJAA33FAa
The Eye;INFINITE;Energetic;https://open.spotify.com/track/78f6Qp6XQhSnJksCseLMMb
Belum Saatnya;The Chainsmokers;Sad;https://open.spotify.com/track/2JZvCldgjqkS4QkeYc9ObX
You And I;Lady Gaga;Happy;https://open.spotify.com/track/1ADciGUxOaUbBFd0rpYx7d
The One;EXO-CBX;Sad;https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
Higher;Carly Rae Jepsen;Energetic;https://open.spotify.com/track/3MXDEDLmQPSQvoyJIYbIp3
Catch 22 (feat. Anne-Marie);Illy;Happy;https://open.spotify.com/track/2bWrml86uwGVvznX8KKtwx
Waste A Moment;Kings of Leon;Energetic;https://open.spotify.com/track/5LlsD7LdSMkGV4Iu0a2Zq0
Runnin';Pharrell Williams;Energetic;https://open.spotify.com/track/4S9GAxdBUYMr8gLy2AUtbr
What Do I Do - English version;TIFFANY;Happy;https://open.spotify.com/track/3RbTHDhYRwU725zZC8opRA
Bizarre Love Triangle - 2014 Remaster;TIFFANY;Calm;https://open.spotify.com/track/7sgi66biRYpAXuRZJBDuli
Freedun;Frente!;Happy;https://open.spotify.com/track/6AawG8z80kmCNAwQjsISI8
She Don't Really Care_1 Luv;M.I.A.;Happy;https://open.spotify.com/track/1RFYQnLeiY60S8XqSPGcp7
Reflection;Alicia Keys;Energetic;https://open.spotify.com/track/6O7358UPKsUumzjumFxVtp
Firasat;BTS;Sad;https://open.spotify.com/track/3cHjFfvxo7ZIz9Px32V9aA
I Can Only. (feat. Alessia Cara);Marcell;Energetic;https://open.spotify.com/track/6khDguAo8XXW1h0u7xofYk
Waves;Charlie Puth;Energetic;https://open.spotify.com/track/3nAq2hCr1oWsIU54tS98pL
J.A.P;Kanye West;Happy;https://open.spotify.com/track/599enxv2kYj82EYUXJe2cy
We Don't Talk Anymore (feat. Selena Gomez);Sheila On 7;Sad;https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj
Yang Terlupakan;GAC (Gamaliél Audrey Cantika);Energetic;https://open.spotify.com/track/6TxsEhYOZ6swipJ5obNKek
What Do You Love;Kerispatih;Energetic;https://open.spotify.com/track/4aB4udr3pcJuENmfDitPSZ
Dahulu;Seeb;Happy;https://open.spotify.com/track/1artwGqCjSKoPo1k8IK4ES
Demi Cinta;The Groove;Energetic;https://open.spotify.com/track/2SscarnRY3zdkORvPu9JGZ
What U Workin' With?;Mike Mohede;Happy;https://open.spotify.com/track/3IxRWXccxjVsUjyQZnKqYa
Paris 12;BTS;Sad;https://open.spotify.com/track/7kkTl7nxpNEiyonZ6ThLPv
Senja di Jakarta;EXO;Sad;https://open.spotify.com/track/7jZsrQkxnhsnPRlgWiQxLH
Home;Banda Neira;Energetic;https://open.spotify.com/track/6Yc3tjFCVR2bfAQFRTZBef
FOOL;Michael Bublé;Sad;https://open.spotify.com/track/1mTlfqaoh3piVp3Uhdv7jB
HOLUP!;John Legend;Energetic;https://open.spotify.com/track/0dkqqQAizwp3MHJKehq5ng
Sad Song;BOBBY;Energetic;https://open.spotify.com/track/1pprKKjpoMYI3J1S49IGCg
Start A Fire;Parson James;Energetic;https://open.spotify.com/track/7cyKrN1y4q59bc1gJX3QEG
Malam Biru;John Legend;Happy;https://open.spotify.com/track/6PY4SQue8uzeN3GrLaHwgF
Khayalan;Sandhy Sondoro;Happy;https://open.spotify.com/track/0sA3OZTBMIEQgMj1OGXd5x
Dunia Maya;The Groove;Happy;https://open.spotify.com/track/1ayOWeeJjkcZ0xfqp5AbJf
After the Afterparty (feat. Lil Yachty);Ari Lasso;Happy;https://open.spotify.com/track/0y8Wf6ltWpGCpgqVa21QNX
Wasted Youth;Charli XCX;Energetic;https://open.spotify.com/track/6RIaXzmjr7ZdLZTXAccG9b
Runaways (feat. Teemu);Marshmello;Happy;https://open.spotify.com/track/7N3KIPb2x4FzKUeonhw9sd
oui;Sam Feldt;Happy;https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ
Summer;SOYOU;Energetic;https://open.spotify.com/track/1Hk0QRlUFCHYG6zIvUh0Xd
Something Better;Calvin Harris;Sad;https://open.spotify.com/track/0pzohEVSAXUWszbeQFpByb
I Miss You;Elephant Kind;Sad;https://open.spotify.com/track/3SfbB0Y3saMIQnNctxMVhj
1057;Adele;Energetic;https://open.spotify.com/track/5pfzVUFvALBqzWi4XiQjba
My Kind of Girl;Kings of Leon;Happy;https://open.spotify.com/track/13QWQQW83ZMO1k8EDucqgZ
Send Them Off!;Michael Bublé;Energetic;https://open.spotify.com/track/4Wg7VfvO7NVG57R8cSPDQG
What Do I Do - English version;Bastille;Happy;https://open.spotify.com/track/3RbTHDhYRwU725zZC8opRA
We Found Love;TIFFANY;Happy;https://open.spotify.com/track/6qn9YLKt13AGvpq9jfO8py
Sway;TIFFANY;Sad;https://open.spotify.com/track/3JtRSUOj7wSAXFG76T89v8
Crash;Rihanna;Energetic;https://open.spotify.com/track/107ZmaJvvUr4Vi0C8D53R7
What Is Love 2016 - Dimitri Vegas & Like Mike Remix;Bic Runga;Energetic;https://open.spotify.com/track/1VHo9Ku3yohRq0hg2FnyZb
Patience;Usher;Energetic;https://open.spotify.com/track/0JZ9lcwFcAscMpy1YxUtpW
Drug Dealer (feat. Ariana DeBoo);Lost Frequencies;Sad;https://open.spotify.com/track/2zM1k4PnL573ayLHqpQaQN
"Tear Up This Town - Orchestral Version / From ""A Monster Calls"" Original Motion Picture Soundtrack";Shawn Mendes;Sad;https://open.spotify.com/track/5YgSOlHwnhGJx6Mxh63ABH
Pengingat;Macklemore;Happy;https://open.spotify.com/track/15yWYA7SrTlv90iZqg0kHL
WIEE (feat. Mesto);Keane;Calm;https://open.spotify.com/track/6uCsQ6JlUCEKTRhC2kQjPK
Cynical;Rizky Febian;Energetic;https://open.spotify.com/track/0oOOVSZGuPriWBqwbh0uuJ
Something In The Way You Move;Martin Garrix;Energetic;https://open.spotify.com/track/6Wytqpe4mfmyeT8s1xbczG
Salah;blink-182;Happy;https://open.spotify.com/track/5iJ1Udw4KvSTbl3NKh8PIq
Treasure;Ellie Goulding;Happy;https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7
Do You Wanna Come Over?;Vidi Aldiano;Energetic;https://open.spotify.com/track/1SNkH9VPHS547atbnCjCEx
Once in a Lifetime;Bruno Mars;Sad;https://open.spotify.com/track/6GTlqWv1QagJtd3KKvt6d8
Party Time;Britney Spears;Happy;https://open.spotify.com/track/4CifImaUMVetfYWp09MLXq
Too Much Is Never Enough;TIFFANY;Sad;https://open.spotify.com/track/3ikcPRWKVx5oSalVpLzQQu
Clumsy;Alvaro Maldini;Energetic;https://open.spotify.com/track/5FsOKyrTkbPMLmGEMrkfa0
Wonderful Life (Mi Oh My) - From the Angry Birds Movie Original Motion Picture Soundtrack;Florence + The Machine;Happy;https://open.spotify.com/track/3MCQLsDrd9NG1QDlFoI4EX
Fake It;Britney Spears;Energetic;https://open.spotify.com/track/5OALp7wDh1vM2nza1qDArn
Jangan Pernah Berubah;Matoma;Sad;https://open.spotify.com/track/3gKJ43RQY6niVmpbe9hh4D
Oops;Bastille;Energetic;https://open.spotify.com/track/1GbVo45KvYX3chroJggkIx
Yellow Light;Marcell;Sad;https://open.spotify.com/track/7jCxNUOhoIoQ49dakgcL7w
You Don't Know Love - Acoustic;Martin Garrix;Sad;https://open.spotify.com/track/6wTFlHI96wbyDCXn2dPPYD
Singing Low;TIFFANY;Sad;https://open.spotify.com/track/3EyxoXTZuR5kBZcJDRC8wm
Grass Ain't Greener;Olly Murs;Sad;https://open.spotify.com/track/7k802XMtsF57i4WS2M2MGg
Evil - West Hollywood, May 2015;The Fray;Sad;https://open.spotify.com/track/1PMvScXtpE8W2fCyQdbfxA
Gelas Ke 3;Chris Brown;Happy;https://open.spotify.com/track/1FHrnxc2B44i4BxEKhiPGX
Di Seberang Sana;James Vincent McMorrow;Sad;https://open.spotify.com/track/2wTkb0PnQdptLXLpbFrtgg
Wish That You Were Here - From “Miss Peregrine’s Home for Peculiar Children” Original Motion Picture;Laidthis Nite;Sad;https://open.spotify.com/track/1FrrRHxMKVvd85O3gancxW
Back On The Wall;Agatha Chelsea;Energetic;https://open.spotify.com/track/1sCbFejWOWwGH4d6VtfD5r
She Sets The City On Fire;Florence + The Machine;Happy;https://open.spotify.com/track/1LWEjUzrngRXdUBaf7GWYI
That Love;Greyson Chance;Happy;https://open.spotify.com/track/5w4UqCwwoLro163poYfjnl
Lebih Indah;Gavin DeGraw;Happy;https://open.spotify.com/track/66V6QeI1Y9PQO4J7p7JGJO
Fiction (feat. Tom Odell);Dewa 19;Energetic;https://open.spotify.com/track/3vRvuatWmKcHhxbv6choLR
Senja dan Mentari;Adera;Sad;https://open.spotify.com/track/4zElRfqUMAbPe4Mx2nU9pI
Kangen;Kygo;Happy;https://open.spotify.com/track/6VggIDYOnf9C8fJVcMpxAu
Mahadewi;MarcoMarche;Sad;https://open.spotify.com/track/4TSXTFD3HBGlqzNIJysM06
Rivals (feat. Future);MALIQ & D'Essentials;Sad;https://open.spotify.com/track/73PUc2G469kE7CVuEiPmNP
Party In The Sky;Ryan Tedja;Energetic;https://open.spotify.com/track/6v195m5KQrx9NbzyaJqdk1
33 “GOD”;Usher;Sad;https://open.spotify.com/track/5sWF1EZGm727f3b620vkbC
Super Natural (feat. Carly Rae Jepsen);Roy Ricardo;Energetic;https://open.spotify.com/track/1tODhJU9HBb1ScNMXxZY1A
Can’t Bring Me Down;Bon Iver;Happy;https://open.spotify.com/track/2HTV9fE1pXpAI3hjohFYM6
Crazy;Danny L Harle;Energetic;https://open.spotify.com/track/0JgB0NdrElhWwqpeJn9m44
This Is What You Came For - Dillon Francis Remix;EXO;Energetic;https://open.spotify.com/track/2gDOz4v8D3gGOeowCOipZX
Kamu Harus Pulang;James TW;Happy;https://open.spotify.com/track/3iVZgPRpp2q4rQsugOZdbd
Get Low;Calvin Harris;Sad;https://open.spotify.com/track/0R4ZIyB0wMl4rVN8MLZsbk
Bad Decisions;Slank;Energetic;https://open.spotify.com/track/6NoVGd3nTHsmBV1yduWRta
War;James Vincent McMorrow;Energetic;https://open.spotify.com/track/23Vf9hNoBN8AacpUUHbiRy
If You;Alan Walker;Happy;https://open.spotify.com/track/38O4krdJIyvMIjFRP7u9OY
This House Is Not For Sale;Sum 41;Happy;https://open.spotify.com/track/4EcFiXdtuKbUwPB5XgTk4Z
Heading Home;AILEE;Energetic;https://open.spotify.com/track/22O2Zdfj3jnJZDSzlDMAJp
Gaze;Bon Jovi;Sad;https://open.spotify.com/track/6cebiKUXkoLYlaxzDfEPtS
Hardwired;Gryffin;Energetic;https://open.spotify.com/track/0QV3swr7L8MZr72lL2izV1
ILYSM;Adhitia Sofyan;Energetic;https://open.spotify.com/track/6fpnHGeOWdw4nH0DSpmxbV
Whatta Man (Good man);The Chainsmokers;Happy;https://open.spotify.com/track/65y9Kv0AFpy2EB2BJPqGvJ
Misteri Tentang Rasa;Steve Aoki;Happy;https://open.spotify.com/track/7ikc9t1dhQ2Ao6YmZLn8sx
The One;I.O.I;Sad;https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
Lost Youth / Lost You;Andira;Energetic;https://open.spotify.com/track/36cNPxDZocGVGmyQF2BR6a
Malam ini (feat. Iwa K);MALIQ & D'Essentials;Happy;https://open.spotify.com/track/1bLMIjxREp2MugmSISJ4uh
VERY NICE;How To Dress Well;Happy;https://open.spotify.com/track/1Rrj7KyS2R6SP9CQMDJW1w
Torn;Post Malone;Happy;https://open.spotify.com/track/1Jaah2tmN9Hv81A87KZ1MU
Leave Me Lonely;SEVENTEEN;Sad;https://open.spotify.com/track/27PTd8bvvSpk9qXtNwxbe7
Circles;Natalie Imbruglia;Happy;https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
Words - Blonde Remix;Ariana Grande;Energetic;https://open.spotify.com/track/2W0657jMSyssU9XPWwY66i
Once In A While - Geo Remix;machineheart;Energetic;https://open.spotify.com/track/2RwTzFyHkltHddSDehw2wa
Goin Down;Birdy;Energetic;https://open.spotify.com/track/5OvhFmVNOv65tW8vgObJZW
Greenlight (feat. Flo Rida & LunchMoney Lewis);VÉRITÉ;Energetic;https://open.spotify.com/track/2q95XoeFGixx8b5LNF6Ey1
Higher Place;Dinosaur Jr.;Happy;https://open.spotify.com/track/2tt09Zds4trdlmVdFQx7CE
Somebody Else;Pitbull;Happy;https://open.spotify.com/track/4sQAUIV88jrWg3I2cjBckE
In Love Again;Dimitri Vegas & Like Mike;Sad;https://open.spotify.com/track/5ghhmTDNhm4BKM3mGHUktb
So Right;The 1975;Energetic;https://open.spotify.com/track/2YqRn0Bfrswm61UiNzLvYv
Kucinta Dirinya;Kris Dayanti;Sad;https://open.spotify.com/track/6pKOq00PQ5tv6If83KQH03
Mr. Brightside;Music for Sale;Energetic;https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
Gemini Feed;Mike Mohede;Happy;https://open.spotify.com/track/5fdzPMOxUqVJYSzTP5cFP7
Romansa;The Killers;Happy;https://open.spotify.com/track/3oitxAxZQuL4uYurcCA3lD
